DataYear,DataYear_cat,Country,Region,Gender,Age_years,Age_years_cat,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_school,Travel_time_to_school,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_internet_access,Left_Footlength_cm,Longer_foot,Index_fingerlength_mm,Ring_fingerlength_mm,Longer_finger_lefthand,Birth_month,Favorite_season,Allergies,Vegetarian,Favorite_food,Beverage,Favorite_school_subject,Sleep_hours_schoolnight,Sleep_hours_non_schoolnight,Home_occupants,Home_internet_access,Communication_with_friends,Text_messages_sent_yesterday,Text_messages_received_yesterday,Activities_hanging_out_with_friends_hours,Activities_talking_on_phone_hours,Activities_doing_homework_hours,Activities_doing_things_with_family_hours,Activities_outdoor_activities_hours,Activities_video_games_hours,Activities_social_websites_hours,Activities_texting_messaging_hours,Activities_computer_use_hours,Activities_Watching_TV_Hours,Activities_paid_work_hours,Activities_work_at_home_hours,Schoolwork_pressure,Schoolwork_pressure_reord,Planned_education_level,Favorite_music,Superpower,Preferred_status,Role_model_type,Charity_donation,
"2012","[2012]","USA","TX","Female","13","[13]","Right-Handed","159","24","158","1","Car","6","0.41","34","Other","600","800","500","500","200","1000","24","Same length","72","70","Index finger","March","Winter","Yes","No","Rice/Noodle dishes","Water","Music","7","9","2","Yes - other","In person","0","0","0","0","3","1","1","0","0","0","8","2","0","0","Some","3.Some","Other","Pop","Fly","Happy","Relative","International aid",
"2013","[2013]","USA","NC","Female","14","[14]","Ambidextrous","161","24","203","2","Bus","5","0.409","43","Dancing","1000","1000","1000","1000","500","500","23","Right foot","75","80","Ring finger","May","Winter","Yes","No","No favorite","Juice","English","6","10","4","","Text messaging","40","50","10","5","2","3","4","1","1","24","24","0","0","4","Some","3.Some","Graduate degree","Rap/Hip hop","Telepathy","Happy","Relative","Health",
"2011","[2011]","USA","AZ","Female","14","[14]","Right-Handed","148","23","145","2","Walk","30","0.375","41","Soccer","1000","1000","1000","","980","975","22","Right foot","86","84","Index finger","November","Spring","No","No","Meat","Water","Social studies","8","6","5","Yes - broadband connection","Cell phone","200","222","8","2","1","14","2","2","1","3","4","13","0","3","Some","3.Some","Less than high school","Rap/Hip hop","Telepathy","Healthy","Business person","Wildlife, animals",
"2010","[2010]","USA","DC","Female","14","[14]","Right-Handed","161","22.86","165","2","Car","20","0.4","41","Baseball/Softball","500","500","999","","400","500","23","Same length","60","60","Same length","April","Spring","Yes","No","Other","Juice","Music","7","5","4","Yes - other","Cell phone","300","300","12","4","1","12","0","0","1","1","2","1","0","1","Very little","2.Very little","Other","Rap/Hip hop","Freeze time","Famous","Other","Other",
"2014","[2014]","USA","WI","Female","12","[12]","Right-Handed","167","24","167","1","Bus","20","0.527","43","Baseball/Softball","882","1000","508","743","182","1000","24","Same length","82","85","Ring finger","December","Winter","Yes","No","Meat","Sports drink","Other","8","5","7","No internet connection","Text messaging","13","17","55","1","5","50","90","0","15","100","3","5","10","20","Some","3.Some","Graduate degree","Pop","Telepathy","Happy","Friend","International aid",
"2015","[2015]","USA","AZ","Female","11","[11]","Right-Handed","158","23","153","2","Car","8","0.465","41","Basketball","0","0","1000","0","1000","1000","24","Left foot","90","100","Ring finger","June","Summer","Yes","Yes","Desserts","Sports drink","Physical education","8","10","4","Yes - other","Text messaging","20","15","5","2","1","2","5","3","4","5","4","5","0","1","Some","3.Some","Some college","Rap/Hip hop","Telepathy","Rich","Friend","Arts, culture, sports",
"2011","[2011]","USA","GA","Female","11","[11]","Left-Handed","152","18","142","3","Car","10","0.325","50","Dancing","20","40","50","","1000","1000","18","Same length","80","70","Index finger","July","Spring","No","No","Soups","Sports drink","Art","10","11","6","Yes - broadband connection","Text messaging","6","8","8","2","2","5","3","2","2","4","3","3","0","4","Some","3.Some","Graduate degree","Pop","Fly","Happy","Religious figure","Religious",
"2012","[2012]","USA","MA","Female","11","[11]","Right-Handed","148","22","150","2","Car","45","0.316","53","Gymnastics","1000","500","750","500","100","250","22","Right foot","60.5","60.5","Same length","November","Winter","No","No","Fruit","Milk","Science","10","11","4","Yes - other","Other","0","0","35","0","7","9","6","3","0","0","3","0","2","2","Some","3.Some","Other","Other","Fly","Happy","Politician","Environment",
"2014","[2014]","USA","WY","Female","12","[12]","Left-Handed","164","21.5","165","1","Walk","15","0.389","40","Swimming","294","743","176","27","1000","503","21","Right foot","","","","March","Fall","No","No","Meat","Juice","Science","9","5","5","Yes - dial-up connection","In person","0","0","2","1","21","10","0","3","1","0","21","3","0","3","Some","3.Some","Graduate degree","Other","Freeze time","Happy","Musician or singer","International aid",
"2014","[2014]","USA","IL","Female","11","[11]","Right-Handed","163","23","162","2","Walk","10","0.553","33","Basketball","743","668","824","717","70","214","23","Same length","67","65","Index finger","September","Spring","No","No","Salads","Water","","8","7","4","Yes - other","Text messaging","50","100","6","2","2","6","5","3","0","2","4","7","8","3","Very little","2.Very little","Graduate degree","Techno/Electronic","Telepathy","Happy","Coach or club leader","International aid",
"2013","[2013]","USA","RI","Female","11","[11]","Right-Handed","155","23","158","1","Car","2","0.694","45","Gymnastics","503","471","717","680","209","706","25","Left foot","70","80","Ring finger","June","Summer","Yes","No","No favorite","Water","Mathematics and statistics","9","10","4","Yes - broadband connection","Text messaging","10","12","10","0","4","5","9","0","1","2","2","14","0","0","Some","3.Some","Graduate degree","Pop","Invisibility","Happy","Sports person","Health",
"2010","[2010]","USA","FL","Female","14","[14]","Right-Handed","162","21","114","3","Bus","35","0.468","45","Running/Jogging","500","900","700","","1000","1000","23","Left foot","64","64","Same length","February","Winter","Yes","No","Seafood","Water","Science","8","8","4","Yes - broadband connection","In person","0","0","3","1","7","5","7","1","1","0","3","1","0","3","A lot","4.A lot","Graduate degree","Classical","Invisibility","Happy","Teacher","International aid",
"2014","[2014]","USA","GU","Female","12","[12]","Right-Handed","153","23","149","3","Bus","30","0.479","10","Dancing","0","0","1000","1000","0","0","22","Right foot","70","70","Same length","July","Fall","Yes","No","No favorite","Soft drink (caffeinated)","Music","8","10","4","Yes - other","Cell phone","15","25","2","0","3","0","1","0","1","0","3","1","3","0","A lot","4.A lot","Graduate degree","Heavy metal","Telepathy","Happy","Musician or singer","Arts, culture, sports",
"2014","[2014]","USA","WI","Female","14","[14]","Right-Handed","170","24","146","1","Car","15","0.359","41","Athletics","600","600","600","500","500","500","23","Right foot","72","74","Ring finger","April","Fall","No","No","No favorite","Water","Music","7","10","4","Yes - broadband connection","Text messaging","15","15","8","0","10","15","0","10","15","1","15","5","1","1","A lot","4.A lot","Graduate degree","Other","Freeze time","Happy","Other","Health",
"2014","[2014]","USA","GU","Female","14","[14]","Right-Handed","147","20","147","1","Car","15","0.36","43","Dancing","1000","508","487","786","898","898","21","Left foot","80","83","Ring finger","July","Spring","No","No","Desserts","Juice","Music","5","7","5","Yes - broadband connection","Internet chat or instant messaging","16","33","25","2","3","13","23","16","14","30","60","5","0","14","Very little","2.Very little","Graduate degree","Pop","Telepathy","Happy","Religious figure","Education/Youth development",
"2015","[2015]","USA","MA","Female","13","[13]","Right-Handed","164","23","158","2","Bus","7","0.66","46","Gymnastics","1000","1000","800","1000","100","400","24","Left foot","61","61","Same length","May","Summer","No","Yes","Soups","Water","Art","8","10","5","Yes - dial-up connection","Text messaging","50","100","90","40","100","10","8","3","40","100","10","10","0","100","","","Some college","Rap/Hip hop","Telepathy","Happy","Actor","International aid",
"2015","[2015]","USA","MA","Female","14","[14]","Left-Handed","158","21","158","1","Car","10","0.482","64","Baseball/Softball","1000","1000","100","1000","100","100","20","Right foot","76","69.85","Index finger","April","Spring","Yes","No","No favorite","Juice","History","5","7","5","Yes - other","Cell phone","20","30","4","2","10","8","11","1","2","7","9","1","0","7","Some","3.Some","Graduate degree","Pop","Invisibility","Happy","Friend","Wildlife, animals",
"2015","[2015]","USA","AZ","Female","11","[11]","Right-Handed","158","23","153","2","Car","8","0.465","41","Basketball","0","0","1000","0","1000","1000","24","Left foot","90","100","Ring finger","June","Summer","Yes","Yes","Desserts","Sports drink","Physical education","8","10","4","Yes - other","Text messaging","20","15","5","2","1","2","5","3","4","5","4","5","0","1","Some","3.Some","Some college","Rap/Hip hop","Telepathy","Rich","Friend","Arts, culture, sports",
"2013","[2013]","USA","WI","Female","13","[13]","Right-Handed","171","24","160","2","Bus","40","0.375","31","Tennis","500","300","250","400","700","1000","25","Left foot","76","74","Index finger","June","Summer","No","No","No favorite","Water","History","7","10","4","Yes - other","Text messaging","50","55","7","0","1","10","13","0","3","5","10","4","2","9","Some","3.Some","Graduate degree","Other","Invisibility","Happy","Business person","Other",
"2010","[2010]","USA","DC","Female","12","[12]","Right-Handed","154","10","154","1","Bus","20","0.524","47","Basketball","1000","856","936","","43","5","10","Same length","70","75","Ring finger","February","Spring","Yes","No","No favorite","Soft drink (caffeinated)","Mathematics and statistics","8","6","8","Yes - broadband connection","Text messaging","93","87","5","2","3","24","7","0","1","17","1","1","2","1","A lot","4.A lot","Graduate degree","Rap/Hip hop","Freeze time","Happy","Relative","Education/Youth development",
"2014","[2014]","USA","GU","Female","13","[13]","Right-Handed","153","19","147","1","Rail (Train/Tram/Subway)","5","0.481","81","Soccer","200","500","1000","1000","1000","0","20","Left foot","60","60","Same length","March","Spring","No","No","Fruit","Sports drink","Physical education","9","7","2","Yes - other","Text messaging","15","17","2","1","1","3","1","0","0","1","0","1","6","5","Very little","2.Very little","Some college","Pop","Fly","Healthy","Sports person","Education/Youth development",
"2014","[2014]","USA","GA","Female","14","[14]","Right-Handed","147","21","156","2","Bus","5","0.408","50","Other","1000","706","1000","861","43","588","20","Right foot","70","65","Index finger","March","Winter","Yes","No","Seafood","Water","Mathematics and statistics","8","10","4","Yes - other","Text messaging","200","250","5","13","1","12","20","0","15","24","15","3","0","2","Some","3.Some","Graduate degree","Other","Invisibility","Happy","Sports person","Arts, culture, sports",
"2015","[2015]","USA","NY","Female","12","[12]","Right-Handed","150","20","140","1","Bus","10","0.453","40","Soccer","556","599","497","519","64","1000","20","Same length","70","60","Index finger","February","Summer","No","No","Pizza/Pasta","Sports drink","Science","10","9","3","Yes - other","Text messaging","7","3","35","5","5","20","70","10","8","9","11","0","0","4","Some","3.Some","Undergraduate degree","Rap/Hip hop","Invisibility","Happy","Coach or club leader","Wildlife, animals",
"2015","[2015]","USA","CA","Female","13","[13]","Right-Handed","152","22","147","2","Car","10","0.32","40","Swimming","1000","1000","1000","1000","1000","1000","19","Right foot","80","60","Index finger","October","Summer","No","No","Desserts","Sports drink","Computers and technology","10","13","4","Yes - broadband connection","Text messaging","0","0","2","1","3","5","1","0","0","0","3","2","0","1","Some","3.Some","Graduate degree","Other","Telepathy","Famous","Musician or singer","Wildlife, animals",
"2015","[2015]","USA","OH","Female","14","[14]","Right-Handed","165","22.86","166","2","Car","5","0.457","66","Basketball","720","700","750","740","400","450","21","Right foot","80","80","Same length","April","Spring","No","No","Desserts","Water","History","7","8","3","Yes - other","Text messaging","50","40","2","1","3","10","16","0","2","2","2","5","0","2","Some","3.Some","Graduate degree","Rap/Hip hop","Freeze time","Rich","Sports person","International aid",
"2013","[2013]","USA","RI","Female","14","[14]","Right-Handed","152","19","178","1","Bus","10","0.461","42","Baseball/Softball","647","439","283","476","1000","1000","19","Same length","70","70","Same length","April","Spring","Yes","No","Meat","Water","English","7","9","3","Yes - other","Text messaging","20","30","10","2","1","3","13","2","0","6","14","2","16","3","Some","3.Some","Graduate degree","Pop","Fly","Famous","Actor","Arts, culture, sports",
"2014","[2014]","USA","MA","Female","13","[13]","Right-Handed","160","21","148","1","Car","5","0.292","34","Soccer","807","930","898","668","957","1000","22","Left foot","","","","November","Summer","Yes","No","No favorite","Water","Art","8","6","4","Yes - broadband connection","Text messaging","15","20","4","1","10","5","12","1","4","6","3","3","0","2","","","","","","","","",
"2014","[2014]","USA","IL","Female","12","[12]","Right-Handed","164","22","152","1","Bus","20","0.772","41","Dancing","900","900","1000","1000","250","500","21","Right foot","60","60","Same length","January","Spring","No","No","Breads/Sandwiches","Water","Mathematics and statistics","9","10","4","Yes - other","Text messaging","3","5","6","2","10","5","7","2","2","1","1","3","1","2","Some","3.Some","Graduate degree","Pop","Telepathy","Happy","Relative","Health",
"2015","[2015]","USA","CA","Female","14","[14]","Right-Handed","173","24","170","2","Car","13","0.4","34","Dancing","102","4","497","123","818","947","24","Same length","","","","December","Summer","No","No","Fruit","Water","Physical education","7","5","6","Yes - broadband connection","Text messaging","67","70","5","1","4","7","6","0","5","6","4","1","0","2","A lot","4.A lot","Graduate degree","Rap/Hip hop","Fly","Famous","Musician or singer","Wildlife, animals",
"2015","[2015]","USA","KY","Female","12","[12]","Right-Handed","148","21","152","1","Car","5","0.579","46","Gymnastics","1000","1000","1000","1000","604","807","21","Same length","81","90","Ring finger","January","Spring","No","No","Fruit","Water","Physical education","7","8","5","Yes - other","Text messaging","15","40","21","2","7","14","14","0","7","7","7","7","0","1","Very little","2.Very little","Graduate degree","Country","Invisibility","Famous","Musician or singer","Health",
"2013","[2013]","USA","MA","Female","14","[14]","Right-Handed","160","26","166","1","Car","25","0.356","34","Other","800","700","700","800","100","100","25","Right foot","89","103","Ring finger","May","Summer","Yes","No","Rice/Noodle dishes","Water","Art","8","11","6","Yes - other","In person","20","20","16","1","14","10","9","0","2","3","3","15","0","2","Some","3.Some","Other","Other","Invisibility","Healthy","Relative","Wildlife, animals",
"2012","[2012]","USA","KY","Female","12","[11]","Right-Handed","157","25","152","2","Bus","10","1.126","44","Tennis","10","100","10","10","100","100","25","Same length","","","","April","Spring","No","No","Pizza/Pasta","Water","Music","8","6","6","Yes - other","Text messaging","20","30","10","5","5","5","5","5","5","5","5","5","4","5","None","1.None","Graduate degree","Rap/Hip hop","Freeze time","Happy","Other","Other",
"2015","[2015]","USA","MA","Female","14","[14]","Left-Handed","170","26","170","1","Bus","7","0.323","72","Basketball","250","250","250","250","1000","1000","27","Left foot","90","81","Index finger","June","Summer","No","No","Pizza/Pasta","Sports drink","Physical education","6","8","4","Yes - other","Text messaging","30","29","48","0","7","14","15","0","12","10","9","1","0","5","Some","3.Some","Graduate degree","Punk rock","Fly","Happy","Sports person","Health",
"2011","[2011]","USA","CA","Female","12","[12]","Right-Handed","142","20","135","1","Car","7","0.45","35","Gymnastics","100","100","900","","10","20","20","Same length","70","60","Index finger","May","Summer","No","No","Meat","Water","English","9","9","4","Yes - dial-up connection","Internet chat or instant messaging","0","0","40","1","10","6","15","0","3","1","4","4","0","1","Very little","2.Very little","Graduate degree","Pop","Freeze time","Happy","Musician or singer","Health",
"2013","[2013]","USA","RI","Female","13","[13]","Right-Handed","160","24","157","1","Bus","30","0.425","44","Other","893","556","604","551","904","1000","22","Right foot","90","65","Index finger","June","Spring","Yes","No","Other","Soft drink (non-caffeinated)","Science","7","8","4","Yes - broadband connection","Text messaging","200","250","50","3","2","45","50","10","10","50","10","10","1","4","Some","3.Some","Graduate degree","Pop","Invisibility","Happy","Relative","Wildlife, animals",
"2011","[2011]","USA","HI","Female","14","[14]","Ambidextrous","160","20","168","5","Car","30","0.5","35","Tennis","800","700","700","","1000","1000","20","Same length","60","63","Ring finger","September","Summer","No","No","Rice/Noodle dishes","Water","Music","6","8","3","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","50","50","20","10","6","2","12","21","21","34","52","0","0","1","A lot","4.A lot","Some college","Rock and roll","Fly","Happy","Musician or singer","Arts, culture, sports",
"2015","[2015]","USA","IL","Female","12","[12]","Right-Handed","160","23","157","2","Walk","15","0.653","68","Gymnastics","476","791","941","950","900","1000","24","Left foot","78","75","Index finger","March","Summer","Yes","No","Seafood","Water","Mathematics and statistics","9","11","4","Yes - other","Text messaging","20","15","2","0","2","2","9","0","3","3","3","1","0","1","Some","3.Some","Graduate degree","Pop","Fly","Happy","Sports person","Health",
"2015","[2015]","USA","CO","Female","14","[14]","Ambidextrous","164","23","159","1","Car","5","0.87","63","Other","700","500","400","300","200","100","24","Left foot","75","70","Index finger","February","Summer","Yes","No","Pizza/Pasta","Water","English","8","10","4","Yes - broadband connection","In person","8","15","4","1","6","10","14","0","3","1","4","7","2","1","A lot","4.A lot","Graduate degree","Pop","Fly","Happy","Relative","Wildlife, animals",
"2011","[2011]","USA","GA","Female","11","[11]","Right-Handed","159","24","164","1","Car","5","0.39","41","Soccer","990","998","999","","980","996","25","Left foot","80","70","Index finger","April","Fall","Yes","No","Fruit","Water","Music","9","11","5","Yes - broadband connection","Text messaging","4","4","3","1","12","5","2","0","0","1","4","1","0","1","A lot","4.A lot","Graduate degree","Country","Telepathy","Happy","Relative","Religious",
"2014","[2014]","USA","IL","Female","12","[12]","Right-Handed","160","23","159","1","Bus","8","0.453","43","Soccer","1000","305","1000","1000","500","500","23","Same length","90","92","Ring finger","December","Spring","Yes","No","No favorite","Juice","Science","8","6","2","Yes - other","Text messaging","50","49","20","0","25","40","12","12","0","12","12","25","0","16","Some","3.Some","Other","Pop","Fly","Healthy","Musician or singer","Wildlife, animals",
"2015","[2015]","USA","AZ","Female","12","[12]","Left-Handed","140","22","149","1","Walk","5","0.591","45","Soccer","1000","1000","1000","1000","444","444","22","Same length","85","70","Index finger","March","Winter","No","No","Meat","Water","Science","10","10","6","Yes - other","In person","0","0","1","0","0","5","2","1","0","0","2","5","0","6","A lot","4.A lot","Graduate degree","Pop","Super strength","Famous","Actor","Arts, culture, sports",
"2014","[2014]","USA","GA","Female","14","[14]","Ambidextrous","175","25","170","2","Bus","5","0.388","41","Dancing","481","476","1000","1000","1000","1000","24","Right foot","95","65","Index finger","March","Summer","Yes","No","Pizza/Pasta","Energy drink","Mathematics and statistics","5","8","8","Yes - broadband connection","Internet chat or instant messaging","60","80","40","20","5","25","1","1","42","80","42","0","0","2","Very little","2.Very little","Less than high school","Pop","Telepathy","Rich","Religious figure","Religious",
"2013","[2013]","USA","TX","Female","11","[11]","Right-Handed","150","20","144","2","Car","15","0.559","43","Baseball/Softball","487","439","775","540","914","1000","20","Same length","","","","November","Spring","Yes","No","Fruit","Powdered drink","Art","7","8","5","Yes - other","","10","30","3","2","2","1","3","2","2","1","5","1","1","1","Some","3.Some","Graduate degree","Rap/Hip hop","Fly","Rich","Relative","Wildlife, animals",
"2013","[2013]","USA","WI","Female","11","[11]","Right-Handed","143","22","146","1","Bus","25","0.5","47","Gymnastics","150","725","310","165","285","635","22","Same length","60","70","Ring finger","September","Spring","No","No","Vegetables","Juice","Mathematics and statistics","8","9","7","Yes - broadband connection","Other","0","0","5","1","3","7","18","0","0","1","5","4","1","1","Very little","2.Very little","Graduate degree","Pop","Invisibility","Healthy","Doctor or nurse","Health",
"2013","[2013]","USA","RI","Female","12","[12]","Right-Handed","124","27","162","2","Bus","30","0.365","40","Gymnastics","1000","1000","1000","1000","1000","1000","25","Right foot","80","70","Index finger","November","Summer","Yes","No","Salads","Water","Science","5","6","8","Yes - broadband connection","Telephone","0","0","25","1","2","0","0","5","0","0","5","4","0","1","Some","3.Some","Graduate degree","Rap/Hip hop","Invisibility","Rich","Relative","Wildlife, animals",
"2013","[2013]","USA","WI","Female","14","[14]","Right-Handed","158","22.86","154","2","Bus","30","0.422","37","Martial Arts","50","50","500","20","1000","1000","10","Right foot","60","60","Same length","September","Summer","Yes","No","Fruit","Soft drink (caffeinated)","English","6","11","5","Yes - broadband connection","Cell phone","0","0","1","3","6","1","4","0","0","1","5","2","2","1","A lot","4.A lot","Other","Country","Fly","Famous","Friend","Religious",
"2013","[2013]","USA","CA","Female","13","[13]","Right-Handed","161","24","153","1","Car","12","0.344","43","Basketball","813","722","1000","840","251","278","22","Right foot","70","70","Same length","November","Spring","","No","Meat","Juice","Physical education","8","10","4","","","20","22","5","3","2","5","2","1","1","2","1","2","1","2","","","Undergraduate degree","Pop","Fly","Happy","Sports person","Health",
"2011","[2011]","USA","DC","Female","11","[11]","Right-Handed","157","24","153","1","Car","20","0.673","56","Athletics","733","834","1000","","1000","0","24","Same length","75","75","Same length","August","Summer","Yes","No","Salads","Energy drink","Art","9","13","2","No internet connection","Text messaging","20","40","2","3","2","4","2","2","0","0","0","5","2","3","Very little","2.Very little","Graduate degree","Rap/Hip hop","Invisibility","Healthy","Relative","Health",
"2012","[2012]","USA","OH","Female","13","[13]","Right-Handed","168","28","176","1","Car","5","0.39","40","Skateboarding/Rollerblading","750","50","500","800","100","200","27","Right foot","80","95","Ring finger","July","Summer","Yes","No","Meat","Tea","Social studies","8","10","4","Yes - broadband connection","Cell phone","0","0","0","1","4","1","2","8","0","2","4","0","2","1","Some","3.Some","Graduate degree","Techno/Electronic","Telepathy","Happy","Other","Health",
"2011","[2011]","USA","GA","Female","11","[11]","Right-Handed","147","21","145","1","Bus","45","0.297","31","Soccer","930","733","610","","503","711","21","Same length","82","85","Ring finger","January","Summer","Yes","No","No favorite","Milk","Physical education","8","11","4","Yes - other","Myspace, Facebook, other social networking sites, or blog","0","0","54","3","8","7","37","37","37","37","37","25","0","9","A lot","4.A lot","High school","Other","Fly","Rich","Musician or singer","Wildlife, animals",
"2014","[2014]","USA","NE","Female","14","[14]","","179","24","157","1","Car","15","0.383","46","Basketball","481","102","567","610","900","1000","25","Left foot","84","70","Index finger","November","Fall","Yes","No","Meat","Water","Mathematics and statistics","6","","3","Yes - broadband connection","Text messaging","350","350","24","1","10","9","15","0","80","100","80","2","0","7","A lot","4.A lot","Graduate degree","Other","Fly","Healthy","Relative","Health",
"2013","[2013]","USA","MD","Female","12","[12]","Right-Handed","158","24","155","1","Bus","41","0.366","41","None","289","487","1000","322","0","0","24","Same length","80","70","Index finger","April","Summer","No","No","Fruit","Tea","Art","8","11","4","No internet connection","In person","10","13","15","1","0","10","6","1","0","10","0","6","0","0","Very little","2.Very little","Some college","Country","","Healthy","Other","Wildlife, animals",
"2014","[2014]","USA","CO","Female","13","[13]","Right-Handed","158","20","191","1","Walk","20","0.49","52","Other","500","700","700","800","200","100","21","Left foot","80","70","Index finger","December","Summer","Yes","No","Meat","Water","Music","9","5","6","Yes - other","In person","0","0","40","0","5","20","3","0","0","0","4","30","0","7","A lot","4.A lot","Graduate degree","Heavy metal","Invisibility","Happy","Musician or singer","Arts, culture, sports",
"2012","[2012]","USA","CA","Female","12","[12]","Right-Handed","158","23.5","158","1","Car","60","0.6","63","Dancing","1000","900","1000","1000","900","1000","24","Left foot","80","80","Same length","June","Summer","No","No","Salads","Water","Social studies","10","","3","Yes - broadband connection","In person","15","16","10","3","11","25","10","3","3","1","5","4","0","2","Some","3.Some","Graduate degree","Classical","Fly","Happy","Actor","Environment",
"2014","[2014]","USA","WI","Female","12","[12]","Right-Handed","142","24","137","1","Car","5","0.726","36","Swimming","652","455","856","717","134","59","22","Right foot","80","70","Index finger","January","Summer","Yes","No","Fruit","Water","Art","8","10","7","Yes - broadband connection","Other","12","13","4","2","5","7","3","4","2","8","5","10","1","1","Very little","2.Very little","Other","Country","Telepathy","Happy","Doctor or nurse","Health",
"2014","[2014]","USA","NC","Female","13","[13]","Left-Handed","167","22","166","2","Car","5","0.372","49","Soccer","369","444","519","567","1000","1000","22","Same length","78","72","Index finger","April","Fall","No","No","Pizza/Pasta","Sports drink","Music","8","11","5","Yes - broadband connection","Text messaging","200","50","24","30","20","3","5","0","24","24","24","8","0","30","Very little","2.Very little","Undergraduate degree","Pop","Telepathy","Healthy","Relative","Health",
"2012","[2012]","USA","MD","Female","14","[14]","Right-Handed","159","22.9","167","3","Bus","55","0.34","36","Dancing","684","888","947","1000","893","824","23","Right foot","80","70","Index finger","October","Summer","Yes","No","Poultry","Juice","Languages","7","6","4","Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog","56","57","7","0","2","0","0","2","6","4","9","3","0","1","Very little","2.Very little","Other","Rap/Hip hop","Telepathy","Happy","Relative","Arts, culture, sports",
"2015","[2015]","USA","MI","Female","14","[14]","Right-Handed","163","24","172","1","Bus","4","0.355","37","Swimming","1000","600","1000","800","1000","1000","24","Same length","81","80","Index finger","January","Spring","Yes","No","Desserts","Water","History","7","8","5","Yes - broadband connection","Text messaging","20","15","2","1","14","2","18","2","5","2","5","0","0","3","A lot","4.A lot","Graduate degree","Other","Freeze time","Rich","Relative","Wildlife, animals",
